2025-03-02 08:29:00.137 | INFO     | arxiv_monitor.__main__:main:22 - Starting Arxiv tracking
2025-03-02 08:29:00.137 | INFO     | arxiv_monitor.__main__:main:25 - Fetching papers since 2025-02-23
2025-03-02 08:34:36.474 | INFO     | arxiv_monitor.__main__:main:22 - Starting Arxiv tracking
2025-03-02 08:34:36.475 | INFO     | arxiv_monitor.__main__:main:25 - Fetching papers since 2025-02-23
2025-03-02 09:10:25.498 | INFO     | arxiv_monitor.__main__:main:79 - Starting Arxiv tracking
2025-03-02 09:10:25.504 | INFO     | arxiv_monitor.__main__:main:85 - Fetching papers since 2025-02-23
2025-03-02 09:10:26.760 | INFO     | arxiv_monitor.arxiv_monitor:download_pdf:105 - PDF saved successfully at: data/MonoTODia_ Translating Monologue Requests to Task-Oriented Dialogues.pdf
2025-03-02 09:10:26.761 | INFO     | arxiv_monitor.arxiv_monitor:get_daily_papers:151 - New paper: MonoTODia: Translating Monologue Requests to Task-Oriented Dialogues (2025-02-24)
2025-03-02 09:10:26.761 | INFO     | arxiv_monitor.arxiv_monitor:get_daily_papers:158 - Fetched 1 new papers in 1.26s
2025-03-02 09:12:06.657 | INFO     | arxiv_monitor.__main__:main:79 - Starting Arxiv tracking
2025-03-02 09:12:06.657 | INFO     | arxiv_monitor.__main__:main:85 - Fetching papers since 2025-02-23
2025-03-02 09:12:07.328 | INFO     | arxiv_monitor.arxiv_monitor:download_pdf:105 - PDF saved successfully at: data/MonoTODia_ Translating Monologue Requests to Task-Oriented Dialogues.pdf
2025-03-02 09:12:07.329 | INFO     | arxiv_monitor.arxiv_monitor:get_daily_papers:151 - New paper: MonoTODia: Translating Monologue Requests to Task-Oriented Dialogues (2025-02-24)
2025-03-02 09:12:07.330 | INFO     | arxiv_monitor.arxiv_monitor:get_daily_papers:158 - Fetched 1 new papers in 0.67s
2025-03-02 09:12:43.664 | INFO     | arxiv_monitor.__main__:main:80 - Starting Arxiv tracking
2025-03-02 09:12:43.664 | INFO     | arxiv_monitor.__main__:main:86 - Fetching papers since 2025-02-23
2025-03-02 09:12:44.346 | INFO     | arxiv_monitor.arxiv_monitor:download_pdf:105 - PDF saved successfully at: data/MonoTODia_ Translating Monologue Requests to Task-Oriented Dialogues.pdf
2025-03-02 09:12:44.347 | INFO     | arxiv_monitor.arxiv_monitor:get_daily_papers:151 - New paper: MonoTODia: Translating Monologue Requests to Task-Oriented Dialogues (2025-02-24)
